age,gender,dress,wind_speed,BMI,height,RH,in_car_temperature,PMV,PPD,M,need_temperature,The_wind_type,wind_scale,direction
中年,男,春秋装,低风,29.5,1.8,60.9,20.9,-1.66,59.9,1.145383824,25.5,暖气,低风,下
老年,女,夏装,大风,32.9,1.74,54.5,30.5,-0.03,5,0.958154503,无,无,无,无
中年,男,夏装,无风,31.3,1.6,60.3,26.1,0.22,6,1.127292133,无,无,无,无
童年,男,冬装,低风,15.8,1.64,53.7,1,-4.43,100,1.239706031,24.5,暖气,大风,中
中年,男,春秋装,中风,19.9,1.81,73.1,15.3,-4.17,100,1.073238721,21.5,暖气,大风,中
童年,男,夏装,大风,33.9,1.42,59.4,22.3,-2.58,94.9,1.323296412,21.5,暖气,中风,上
老年,女,夏装,无风,15.3,1.52,51.9,32.4,2.25,86.8,0.952790512,20.5,冷气,低风,下
中年,女,冬装,大风,24.7,1.51,49,11.3,-4.76,100,1.01214773,22.5,暖气,大风,中
青年,男,春秋装,大风,25.6,1.83,51.4,21.1,-2.41,91.5,1.205936944,21.5,暖气,低风,下
青年,男,冬装,无风,22.1,1.77,63.6,4.4,-3.21,99.7,1.180643799,23.5,暖气,大风,中
老年,男,春秋装,大风,34.3,1.61,63.1,16.5,-4.09,100,1.0981399,21.5,暖气,大风,中
少年,女,夏装,大风,31.8,1.53,25,47.4,12.49,100,1.127111324,18.5,冷气,大风,中
老年,女,夏装,低风,25.3,1.66,21.7,46.4,10.31,100,0.952750578,18.5,冷气,大风,中
少年,男,夏装,低风,15.9,1.61,44.3,24.6,-0.92,23,1.210962222,无,无,无,无
老年,男,春秋装,无风,24.1,1.71,61.3,17.9,-1.78,65.9,1.041959876,24,暖气,低风,下
童年,女,冬装,中风,16.9,1.48,59.7,3,-4.81,100,1.188505725,24.5,暖气,大风,中
少年,女,春秋装,中风,22.9,1.56,52.2,19.3,-3.01,99.1,1.130135226,21.5,暖气,大风,中
少年,男,春秋装,大风,15.2,1.75,55.9,17,-3.44,99.9,1.204247837,21.5,暖气,大风,中
少年,男,春秋装,无风,16.5,1.78,68.9,17.9,-1.4,45.5,1.212992307,无,无,无,无
少年,男,春秋装,大风,20.5,1.76,62.4,17.8,-3,99.1,1.237517777,21.5,暖气,中风,上
中年,男,夏装,大风,26.6,1.7,38.7,37.5,5.44,100,1.111547558,19.5,冷气,大风,中
青年,男,夏装,大风,17.3,1.72,24.1,42.3,8.6,100,1.142821351,18.5,冷气,大风,中
少年,男,冬装,无风,24.8,1.64,59.1,7,-2.53,94,1.259338973,22.5,暖气,中风,上
中年,男,冬装,无风,25.2,1.76,75.1,7.2,-2.84,98.2,1.110090402,22.5,暖气,中风,上
少年,女,冬装,低风,21,1.67,47.6,2.7,-4.69,100,1.103580846,25.5,暖气,大风,中
老年,女,冬装,大风,18.2,1.61,69.5,6.6,-5.8,100,0.94490043,23.5,暖气,大风,中
中年,男,冬装,低风,24.3,1.85,66,4.5,-4.19,100,1.115665005,25,暖气,大风,中
青年,男,春秋装,大风,18,1.64,69.7,16.7,-3.76,100,1.143472231,21.5,暖气,大风,中
童年,女,春秋装,无风,18.3,1.63,49.6,20.3,-1.23,36.6,1.136332442,无,无,无,无
老年,女,冬装,无风,30,1.66,68.8,14.8,-2.19,84.5,0.960437085,24,暖气,低风,下
少年,男,冬装,大风,20.2,1.7,65.3,9.7,-3.29,99.8,1.235858282,23.5,暖气,大风,中
青年,男,春秋装,中风,26.7,1.62,47.6,21.2,-2.06,79.2,1.198609719,21.5,暖气,低风,下
少年,女,春秋装,无风,16.9,1.62,54.5,21.1,-0.99,25.6,1.121612266,无,无,无,无
中年,男,夏装,大风,18.4,1.63,12.9,46.3,12.15,100,1.031360203,18.5,冷气,大风,中
中年,女,冬装,大风,22.3,1.59,63.8,9.1,-4.52,100,0.996386262,23.5,暖气,大风,中
少年,男,冬装,大风,28.1,1.81,69,4.9,-4.29,100,1.275057855,24.5,暖气,大风,中
童年,女,春秋装,低风,19,1.64,73.5,19.2,-2.23,85.9,1.132353965,25.5,暖气,低风,下
中年,男,春秋装,低风,24.2,1.85,72.1,17.7,-2.41,91.4,1.114895873,25,暖气,低风,下
中年,女,夏装,无风,19.1,1.56,24.7,45.1,7.77,100,0.998286983,18.5,冷气,大风,中
童年,女,冬装,无风,19.1,1.5,67.5,2.4,-3.6,100,1.175913915,23.5,暖气,大风,中
青年,男,春秋装,无风,20.4,1.71,70.6,17.3,-1.64,58.6,1.165370907,23.5,暖气,低风,下
青年,男,冬装,低风,21.3,1.82,73.8,6.7,-3.42,99.9,1.178374777,23.5,暖气,大风,中
老年,女,春秋装,无风,19.6,1.51,68.4,16.3,-2.63,95.8,0.962352317,24.5,暖气,中风,上
少年,女,夏装,无风,23.9,1.72,19,47.3,8.23,100,1.08973793,18.5,冷气,大风,中
少年,男,冬装,大风,27,1.63,63.3,3.3,-4.7,100,1.269089557,24.5,暖气,大风,中
中年,女,夏装,中风,20.3,1.74,44.8,25.7,-1.85,69.7,0.97181996,21.5,暖气,低风,下
中年,女,冬装,中风,29,1.67,62.6,13.6,-3.73,100,0.991885567,22.5,暖气,大风,中
青年,女,冬装,中风,30.4,1.5,65.2,14.5,-2.99,99.1,1.087674408,22.5,暖气,中风,上
青年,女,冬装,中风,29.1,1.63,59.9,2.5,-5.63,100,1.060854121,24.5,暖气,大风,中
中年,女,春秋装,中风,20.7,1.69,68.8,16.7,-4.21,100,0.979234342,21.5,暖气,大风,中
少年,女,冬装,大风,30.2,1.63,59.7,5,-5.09,100,1.104551842,23.5,暖气,大风,中
中年,男,冬装,无风,18,1.84,79,7,-3.03,99.2,1.059241502,22.5,暖气,大风,中
中年,男,夏装,大风,28.1,1.62,18,47.3,12.37,100,1.109613761,18.5,冷气,大风,中
童年,女,冬装,低风,16.8,1.63,55.1,11.1,-3.22,99.7,1.13892667,24.5,暖气,大风,中
少年,男,夏装,中风,28.5,1.66,60,23,-1.95,74.3,1.275393227,21.5,暖气,低风,下
老年,男,冬装,无风,26.4,1.74,62.6,8.1,-2.81,97.9,1.067189372,23,暖气,中风,上
老年,男,冬装,无风,18.1,1.74,76.7,14.3,-2.1,81.3,0.988412358,23,暖气,低风,下
青年,女,冬装,低风,32.6,1.62,71.2,6.3,-4,100,1.062200866,24,暖气,大风,中
少年,女,春秋装,中风,22.3,1.57,67.6,18.7,-3.18,99.7,1.128154955,21.5,暖气,大风,中
中年,女,冬装,中风,34.1,1.52,53.6,10.5,-4.59,100,1.016171013,22.5,暖气,大风,中
青年,女,春秋装,低风,33.7,1.71,57.4,20.8,-2.02,77.8,1.047193194,26,暖气,低风,下
少年,男,夏装,大风,15,1.66,26.8,41.6,7.88,100,1.204003726,18.5,冷气,大风,中
青年,男,冬装,中风,26.4,1.83,60.2,11.1,-3.5,100,1.210479162,22.5,暖气,大风,中
老年,女,春秋装,低风,24.3,1.55,60.3,16.5,-3.63,100,0.96405053,26,暖气,大风,中
老年,男,春秋装,低风,17,1.74,63.6,20.4,-2.47,92.8,0.975835041,21.5,暖气,低风,下
老年,女,春秋装,中风,26,1.74,76.9,19.6,-3.79,100,0.946414842,21.5,暖气,大风,中
中年,女,春秋装,中风,31.1,1.55,55.9,18.9,-3.71,100,1.00989119,21.5,暖气,大风,中
中年,男,春秋装,无风,23.4,1.62,62.9,16.7,-2.03,78.2,1.074466314,24,暖气,低风,下
少年,女,冬装,中风,32.8,1.5,70.3,12.6,-3.35,99.9,1.133899587,22.5,暖气,大风,中
中年,女,春秋装,大风,21.2,1.59,46.1,19.6,-4.04,100,0.995236029,21.5,暖气,大风,中
少年,男,春秋装,大风,25,1.61,54.3,21.2,-2.18,84.3,1.260338772,21.5,暖气,低风,下
童年,男,冬装,大风,31.8,1.61,72.4,7.3,-3.59,100,1.310781778,23.5,暖气,大风,中
老年,男,冬装,中风,27.8,1.82,58.7,12.6,-3.56,100,1.092557855,22.5,暖气,大风,中
青年,女,春秋装,无风,18.2,1.72,68.6,18.7,-1.78,66,1.043470317,24.5,暖气,低风,下
老年,男,夏装,无风,21.2,1.76,53.7,29.1,1.18,34.3,1.024775948,26,通风,低风,下
童年,女,夏装,大风,15.1,1.6,56.3,25.8,-1.42,46.6,1.151419392,无,无,无,无
少年,女,春秋装,中风,21.4,1.7,60.5,15.6,-3.99,100,1.096098911,21.5,暖气,大风,中
少年,女,冬装,无风,20.9,1.62,54.3,3.3,-3.64,100,1.116375899,24,暖气,大风,中
青年,男,春秋装,无风,15.4,1.75,70.8,18.1,-1.5,50.7,1.128739703,无,无,无,无
童年,男,夏装,低风,28.7,1.53,21,50,10.04,100,1.302551609,21.5,冷气,大风,中
老年,女,春秋装,无风,33.2,1.57,72.3,16.3,-2.53,94,0.973704379,24,暖气,中风,上
青年,男,夏装,中风,16,1.77,62.1,22.9,-2.47,92.8,1.135046072,21.5,暖气,低风,下
青年,男,冬装,中风,32.5,1.62,68.4,10.1,-3.68,100,1.227549831,22.5,暖气,大风,中
少年,男,冬装,大风,27.3,1.68,70.2,0.2,-5.42,100,1.270482026,24.5,暖气,大风,中
青年,女,春秋装,中风,34.5,1.55,44.9,18.3,-3.15,99.6,1.075092925,21.5,暖气,大风,中
青年,女,春秋装,无风,25.8,1.61,62.6,19,-1.68,60.4,1.065381705,24.5,暖气,低风,下
童年,男,春秋装,大风,31.7,1.63,67.1,16.3,-3.24,99.8,1.310076994,21.5,暖气,大风,中
少年,男,冬装,中风,24.4,1.69,65.2,11.9,-3.1,99.5,1.257482269,22.5,暖气,大风,中
老年,男,夏装,无风,25.6,1.78,40.2,31,1.57,54.8,1.068095377,20.5,通风,低风,下
少年,男,夏装,低风,15.1,1.75,38.7,34.4,2.98,99,1.203543243,20.5,冷气,中风,上
老年,男,冬装,中风,28.6,1.66,57.2,8.4,-4.04,100,1.068713478,23.5,暖气,大风,中
中年,男,冬装,中风,27.4,1.61,57.2,1.7,-5.59,100,1.103108611,24.5,暖气,大风,中
童年,女,夏装,大风,25,1.57,48.4,26,-1.4,45.7,1.14264232,无,无,无,无
少年,女,冬装,低风,27.8,1.74,69.1,5,-4.21,100,1.083277997,24,暖气,大风,中
老年,男,春秋装,大风,24.6,1.63,56.2,20,-3.59,100,1.029748522,21.5,暖气,大风,中
少年,女,夏装,低风,29,1.73,46.7,26.5,-0.4,8.4,1.084565651,无,无,无,无
中年,男,冬装,大风,16,1.77,73.1,0.4,-6.79,100,1.028462331,24.5,暖气,大风,中
老年,男,夏装,中风,15.4,1.66,39,39.1,6.78,100,0.939469521,19.5,冷气,大风,中
童年,男,冬装,无风,24.1,1.53,51.7,0.9,-3.57,100,1.285253239,23.5,暖气,大风,中
老年,男,冬装,低风,18.7,1.65,66.8,3.7,-5.2,100,0.976152993,26,暖气,大风,中
老年,女,春秋装,中风,17,1.65,65.5,15.8,-5.03,100,0.93680687,21.5,暖气,大风,中
老年,男,夏装,中风,15.7,1.64,58.8,25.6,-2.02,77.6,0.938758287,21.5,暖气,低风,下
少年,男,冬装,无风,19.3,1.77,73.9,13.6,-1.68,60.5,1.230618762,22,暖气,低风,下
青年,女,夏装,大风,26.5,1.62,28.6,40.3,7.56,100,1.063209716,18.5,冷气,大风,中
青年,男,夏装,无风,27.1,1.85,44.9,30.7,1.53,52.5,1.215590034,25.5,通风,低风,下
童年,男,冬装,无风,31.9,1.57,67.8,1.7,-3.33,99.9,1.312003491,22.5,暖气,大风,中
少年,男,夏装,无风,17.9,1.77,54.3,23.4,-0.61,12.9,1.22208887,无,无,无,无
青年,女,冬装,中风,25.2,1.54,74.4,7.5,-4.18,100,1.080996922,23.5,暖气,大风,中
童年,男,夏装,中风,16.8,1.51,43.4,27.3,-0.21,5.9,1.252359057,无,无,无,无
青年,男,夏装,低风,15.9,1.69,36.8,44.2,8.27,100,1.129573254,18.5,冷气,大风,中
青年,男,夏装,无风,25.9,1.74,11.7,45.6,6.96,100,1.201969692,18.5,冷气,大风,中
青年,女,冬装,大风,32.7,1.51,67.6,0.3,-6.45,100,1.084241183,24.5,暖气,大风,中
童年,男,夏装,无风,16.1,1.65,38.7,25.8,0.07,5.1,1.241045147,无,无,无,无
少年,女,春秋装,中风,23.3,1.62,80.9,15.7,-3.79,100,1.113598637,21.5,暖气,大风,中
中年,女,春秋装,中风,20.5,1.7,54.5,21,-3.01,99.2,0.97753795,21.5,暖气,大风,中
老年,女,春秋装,大风,27.5,1.64,72.7,17.1,-4.71,100,0.958520005,21.5,暖气,大风,中
中年,女,春秋装,中风,26.3,1.7,50.1,21.8,-2.62,95.6,0.985233837,21.5,暖气,中风,上
童年,女,冬装,中风,31,1.54,64.3,12.2,-3.45,99.9,1.14220192,22.5,暖气,大风,中
童年,男,夏装,低风,31.6,1.63,55.8,29.9,1.34,42.3,1.309749213,26.5,通风,低风,下
老年,男,春秋装,中风,18.6,1.74,47.1,20.2,-3.29,99.8,0.993936846,21.5,暖气,大风,中
少年,女,冬装,大风,34.7,1.75,66.4,14.9,-3.21,99.7,1.07824756,22.5,暖气,大风,中
中年,男,夏装,中风,18.1,1.67,26.9,46.3,11.35,100,1.034957327,18.5,冷气,大风,中
老年,男,春秋装,低风,21.3,1.64,61.2,17.3,-3.04,99.3,1.001114748,25.5,暖气,大风,中
少年,女,夏装,中风,33.3,1.54,50.1,27.7,-0.23,6.1,1.122920822,无,无,无,无
童年,男,夏装,低风,27,1.61,21.5,42,6.26,100,1.293934437,18.5,冷气,大风,中
青年,男,春秋装,大风,15.8,1.71,56.9,21.5,-2.48,93.1,1.129885563,21.5,暖气,低风,下
中年,女,冬装,无风,21.9,1.73,65.8,12.4,-2.74,97.3,0.975604176,23.5,暖气,中风,上
中年,男,冬装,低风,21.2,1.8,54.6,8.4,-3.45,99.9,1.083464895,24.5,暖气,大风,中
青年,女,夏装,低风,33.1,1.5,49.7,23.6,-1.63,57.9,1.08627449,21.5,暖气,低风,下
老年,女,春秋装,无风,23,1.58,60.8,16.2,-2.74,97.2,0.958033492,24.5,暖气,中风,上
少年,女,夏装,低风,24.1,1.71,20.3,45.4,8.76,100,1.091750286,18.5,冷气,大风,中
老年,男,夏装,低风,34.2,1.79,40.6,36.5,4.15,100,1.130976301,19.5,冷气,大风,中
中年,女,春秋装,低风,24.5,1.7,75.4,17.8,-2.92,98.7,0.983020008,25.5,暖气,中风,上
中年,女,春秋装,低风,21.9,1.51,51.2,20.9,-2.15,83.1,1.010138181,26.5,暖气,低风,下
童年,男,夏装,低风,24.5,1.55,42.3,34.8,3.18,99.7,1.286058811,20.5,冷气,大风,中
老年,女,夏装,无风,28.9,1.71,38.5,37.8,4.65,100,0.954197831,19.5,冷气,大风,中
老年,女,春秋装,无风,24.8,1.52,69.4,21.8,-1.04,27.7,0.968867939,无,无,无,无
青年,男,夏装,大风,33,1.65,41.6,36.7,4.69,100,1.231801274,19.5,冷气,大风,中
童年,男,春秋装,大风,24.8,1.63,81.3,16.4,-3.25,99.8,1.284677081,21.5,暖气,大风,中
老年,男,冬装,无风,27.6,1.75,79.2,7.1,-2.94,98.8,1.078528459,22.5,暖气,中风,上
青年,男,冬装,无风,24.9,1.78,71.4,6.3,-2.78,97.7,1.198719085,22,暖气,中风,上
青年,男,夏装,低风,29.1,1.61,34.1,32.6,2.04,78.6,1.210596673,20.5,冷气,低风,下
中年,男,冬装,无风,26,1.84,52.8,5.4,-3.2,99.7,1.126981825,23,暖气,大风,中
中年,男,夏装,大风,32.7,1.69,17.9,47.1,11.9,100,1.149538634,18.5,冷气,大风,中
少年,女,冬装,大风,31.1,1.74,63.9,14.2,-3.42,99.9,1.08160414,22.5,暖气,大风,中
中年,女,冬装,中风,23.6,1.54,76.3,0.8,-6.41,100,1.00600673,24.5,暖气,大风,中
中年,男,冬装,无风,17.1,1.63,60.7,1.5,-4.48,100,1.018181835,24.5,暖气,大风,中
中年,男,春秋装,无风,21.6,1.69,57.3,21.5,-0.94,23.5,1.070639246,无,无,无,无
老年,女,冬装,无风,17.1,1.71,63,7.4,-3.82,100,0.929579128,24.5,暖气,大风,中
中年,女,冬装,大风,23.8,1.73,75.1,9.5,-4.54,100,0.978338594,23.5,暖气,大风,中
童年,男,冬装,中风,17.6,1.51,51.3,13.3,-2.78,97.6,1.256544016,22.5,暖气,中风,上
青年,女,冬装,低风,27.5,1.54,75.3,1.7,-4.99,100,1.079927174,25,暖气,大风,中
少年,男,冬装,中风,32.2,1.77,72,11.2,-3.15,99.6,1.290708403,22.5,暖气,大风,中
童年,男,春秋装,低风,23.8,1.46,61.7,20,-1.58,55.5,1.287525457,25,暖气,低风,下
老年,女,夏装,低风,20.5,1.59,46.3,23.7,-2.23,85.9,0.952241222,21.5,暖气,低风,下
少年,男,夏装,大风,17.2,1.84,53.6,38.4,6.05,100,1.217617795,19.5,冷气,大风,中
童年,女,春秋装,中风,16,1.51,63.5,15.7,-3.56,100,1.179835586,21.5,暖气,大风,中
青年,女,冬装,大风,26.3,1.57,66.4,3.4,-5.68,100,1.073732138,24.5,暖气,大风,中
童年,男,冬装,大风,16.6,1.59,49.6,6.6,-4.04,100,1.24668926,23.5,暖气,大风,中
少年,女,夏装,中风,22,1.71,41.6,31.2,1.02,26.9,1.093332142,20.5,通风,低风,下
中年,男,冬装,大风,20.3,1.82,59,5.2,-5.18,100,1.07827849,23.5,暖气,大风,中
童年,男,冬装,无风,24.7,1.42,74,7.9,-2.25,86.7,1.293411376,21.5,暖气,低风,下
老年,女,夏装,无风,20.9,1.61,46.4,31,1.51,51.7,0.950387408,20.5,通风,低风,下
中年,女,夏装,中风,16.5,1.52,53.3,33.3,2.55,94.4,1.003529257,20.5,冷气,中风,上
老年,男,冬装,低风,27,1.69,77.6,5.9,-4.08,100,1.062302735,24,暖气,大风,中
中年,男,春秋装,低风,33.7,1.65,66.2,18.2,-2.17,83.8,1.149379165,25,暖气,低风,下
青年,男,春秋装,中风,25,1.61,64.1,17.7,-2.83,98.1,1.188323215,21.5,暖气,中风,上
童年,男,春秋装,低风,19.3,1.41,57,21.9,-1.05,28.1,1.271841913,无,无,无,无
中年,男,春秋装,大风,25,1.66,59.4,19.1,-3.67,100,1.093547203,21.5,暖气,大风,中
青年,女,冬装,中风,24.1,1.73,72.4,1.9,-5.87,100,1.042711982,24.5,暖气,大风,中
少年,女,春秋装,中风,15.5,1.64,70,16.3,-3.59,100,1.117922534,21.5,暖气,大风,中
少年,男,春秋装,无风,29.3,1.63,61.6,18.8,-1.33,41.9,1.278496114,无,无,无,无
少年,男,春秋装,中风,17,1.74,66.6,17.5,-2.79,97.7,1.216454135,21.5,暖气,中风,上
少年,男,冬装,低风,29.8,1.85,60,12.5,-2.39,91,1.282672254,23.5,暖气,低风,下
青年,女,春秋装,大风,18,1.72,65,16.8,-4.23,100,1.04343237,21.5,暖气,大风,中
老年,男,冬装,低风,22.6,1.8,69.5,13.1,-3,99.1,1.045588782,24.5,暖气,中风,上
少年,女,夏装,低风,22.9,1.74,30.4,40.7,6.39,100,1.086152504,18.5,冷气,大风,中
中年,女,冬装,低风,17.3,1.55,76,13.7,-2.99,99.1,0.998285956,24.5,暖气,中风,上
少年,女,夏装,无风,17,1.61,35.9,39.3,4.98,100,1.124321893,19.5,冷气,大风,中
中年,男,春秋装,大风,21.4,1.8,55.6,16.2,-4.3,100,1.085200844,21.5,暖气,大风,中
少年,女,夏装,无风,22.7,1.72,27.4,40.8,5.55,100,1.090587108,18.5,冷气,大风,中
童年,女,夏装,大风,28.6,1.48,56.1,23.1,-2.81,97.9,1.163556586,21.5,暖气,中风,上
老年,女,夏装,中风,25.9,1.7,50.6,28.3,-0.42,8.8,0.949860356,无,无,无,无
青年,男,冬装,中风,20.9,1.68,70.4,9.9,-3.21,99.7,1.166953779,23.5,暖气,大风,中
老年,男,春秋装,大风,23.4,1.8,77.6,18.4,-3.45,99.9,1.052851005,21.5,暖气,大风,中
中年,女,冬装,大风,26.4,1.58,72.3,6,-5.37,100,1.001812303,23.5,暖气,大风,中
少年,女,冬装,无风,25.7,1.74,70.1,11.9,-2.4,91,1.084447418,23,暖气,低风,下
老年,女,夏装,中风,33.9,1.6,53.2,23.9,-2.8,97.9,0.971489341,21.5,暖气,中风,上
青年,男,春秋装,中风,33.4,1.68,63.4,21.1,-1.89,71.7,1.235556511,21.5,暖气,低风,下
中年,女,夏装,无风,28.8,1.64,37.3,41.5,6.32,100,0.995489911,18.5,冷气,大风,中
青年,男,春秋装,无风,28.8,1.72,53.1,15.8,-2,76.7,1.216327985,23.5,暖气,低风,下
少年,男,春秋装,无风,27.2,1.67,52.9,17.1,-1.57,54.5,1.270015919,23.5,暖气,低风,下
中年,男,春秋装,低风,34.3,1.79,60.5,16.6,-2.62,95.6,1.172378343,25,暖气,中风,上
中年,女,春秋装,低风,17.2,1.68,53.5,15.3,-4,100,0.975399627,26,暖气,大风,中
童年,女,夏装,大风,29.4,1.53,47.3,27.8,-0.44,9,1.147301388,无,无,无,无
童年,女,春秋装,低风,18.1,1.63,54.5,17.3,-2.55,94.4,1.136669299,25,暖气,中风,上
老年,女,冬装,低风,20.4,1.59,76.8,1.2,-6.1,100,0.952051641,26,暖气,大风,中
老年,女,春秋装,无风,25.7,1.5,64.1,19.5,-1.84,69,0.972918172,25,暖气,低风,下
少年,女,夏装,无风,16.7,1.61,51.7,26.5,0.28,6.7,1.124763375,无,无,无,无
青年,男,夏装,大风,22.7,1.73,42.5,26.7,-0.97,24.9,1.182027619,无,无,无,无
中年,女,夏装,大风,18,1.5,63.7,23.8,-3.06,99.4,1.009059514,21.5,暖气,大风,中
青年,女,夏装,大风,21,1.58,31.3,41.8,8.73,100,1.073437,18.5,冷气,大风,中
中年,男,冬装,无风,17.2,1.65,80.2,2.8,-4.13,100,1.022549307,23.5,暖气,大风,中
少年,女,夏装,大风,18,1.62,46.9,30.8,0.58,12.2,1.120088504,20.5,通风,低风,下
青年,女,夏装,中风,26.3,1.62,44.1,28,-0.26,6.4,1.063246377,无,无,无,无
老年,女,冬装,大风,17.2,1.54,52.8,6.5,-5.78,100,0.95322376,23.5,暖气,大风,中
童年,女,夏装,中风,16,1.62,18.3,45.7,9.95,100,1.143397675,18.5,冷气,大风,中
青年,女,夏装,无风,31.8,1.53,31.2,42.1,6.22,100,1.080270202,18.5,冷气,大风,中
老年,女,春秋装,中风,30.4,1.53,64.5,16.2,-4.48,100,0.974895932,21.5,暖气,大风,中
青年,男,夏装,无风,16.7,1.75,15.6,45.3,7.11,100,1.139735046,18.5,冷气,大风,中
青年,男,春秋装,低风,16.4,1.62,69.5,20.9,-1.66,59.4,1.129614429,25.5,暖气,低风,下
少年,女,春秋装,低风,16.3,1.53,71.6,17.2,-2.46,92.5,1.15013197,25,暖气,低风,下
少年,男,夏装,大风,28.5,1.63,44.5,30.2,0.43,8.9,1.275307504,无,无,无,无
少年,男,冬装,无风,15.5,1.62,49.2,14.5,-1.61,57.1,1.208134856,23,暖气,低风,下
老年,女,冬装,无风,25.5,1.53,47.7,6.3,-3.79,100,0.968490485,24,暖气,大风,中
中年,女,夏装,低风,16.3,1.66,30.5,42.6,7.97,100,0.977178652,18.5,冷气,大风,中
童年,女,春秋装,无风,15.7,1.57,62.5,18.5,-1.63,58,1.159860332,24,暖气,低风,下
少年,女,夏装,无风,15.4,1.69,37.8,31.9,1.92,73.1,1.104432371,20.5,通风,低风,下
少年,男,夏装,中风,20.3,1.62,36.1,37.8,5.02,100,1.236926758,19.5,冷气,大风,中
青年,男,春秋装,低风,15.1,1.84,65.8,21.8,-1.36,43.1,1.131164211,无,无,无,无
老年,女,冬装,中风,27.3,1.55,71.9,9.8,-4.23,100,0.968422588,23.5,暖气,大风,中
青年,男,春秋装,低风,23.6,1.61,65.8,16.6,-2.57,94.8,1.179948102,25,暖气,中风,上
青年,女,夏装,低风,15.2,1.71,33.7,33.3,2.38,90.7,1.045002842,20.5,冷气,低风,下
童年,女,夏装,中风,24.2,1.5,28.4,40.6,6.8,100,1.165222065,18.5,冷气,大风,中
中年,男,夏装,中风,21.9,1.72,31.6,40.7,7.26,100,1.077823136,18.5,冷气,大风,中
少年,男,春秋装,低风,20.7,1.8,58.5,21.5,-1.24,37.2,1.238786256,无,无,无,无
童年,男,春秋装,无风,18.3,1.57,51.3,21.4,-0.72,15.8,1.256826853,无,无,无,无
青年,男,夏装,中风,31.1,1.7,57.2,25.9,-0.8,18.5,1.226361472,无,无,无,无
青年,女,冬装,大风,31.8,1.56,65,7.5,-4.56,100,1.073961137,23.5,暖气,大风,中
老年,女,冬装,中风,20.2,1.7,56.8,14.2,-4.03,100,0.938254172,22.5,暖气,大风,中
中年,女,冬装,低风,25.4,1.63,65.8,14.7,-2.78,97.6,0.993485851,25,暖气,中风,上
老年,男,冬装,中风,18.2,1.72,50.9,2.9,-6.08,100,0.985480662,24.5,暖气,大风,中
少年,男,春秋装,低风,33.7,1.82,69.2,16.4,-2.26,87,1.296857548,24,暖气,低风,下
中年,女,春秋装,大风,16.6,1.7,67.8,20.1,-3.88,100,0.971291315,21.5,暖气,大风,中
青年,男,春秋装,中风,15.6,1.75,58.8,19.7,-2.81,97.9,1.130473211,21.5,暖气,中风,上
中年,女,春秋装,中风,23.6,1.62,57.4,21.5,-2.65,96,0.993051156,21.5,暖气,中风,上
青年,女,冬装,大风,32.8,1.54,51.6,14.5,-3.4,99.9,1.077743982,22.5,暖气,大风,中
中年,男,冬装,大风,17.9,1.64,76.7,5.9,-5.23,100,1.028045517,23.5,暖气,大风,中
老年,女,夏装,低风,26.1,1.57,52.8,33.2,2.53,94,0.964226177,20.5,冷气,中风,上
童年,男,夏装,大风,26.8,1.4,47,33.2,2.41,91.4,1.302263683,20.5,冷气,低风,下
童年,女,夏装,无风,34,1.51,45.9,31.7,1.93,73.4,1.146336281,20.5,通风,低风,下
青年,女,夏装,中风,15,1.57,12.7,47.6,11.53,100,1.078722812,18.5,冷气,大风,中
